TripID, Start, Distance, TrackType, Sex, Year, Profession, Frequent User, ZIP, Source
55537ddf88c53747097b23c8,Wed  13 May 2015 10:57:00 GMT,3.39,urban bicycle,,1996,,yes,,cy-web-manual
555b513388c5379a6384be6b,Mon  18 May 2015 13:48:00 GMT,3.26,urban bicycle,,1996,,yes,,cy-web-gpx
555b51e488c537476284be6b,Mon  18 May 2015 06:11:00 GMT,3.23,urban bicycle,,1996,,yes,,cy-web-manual
555b521d88c537c56484be6e,Tue  19 May 2015 06:10:00 GMT,3.13,urban bicycle,,1996,,yes,,cy-web-manual
555b526688c537bf6584be6c,Tue  19 May 2015 10:50:00 GMT,1.1,urban bicycle,,1996,,yes,,cy-web-manual
555b530688c537516484be6e,Tue  19 May 2015 13:53:00 GMT,3.28,urban bicycle,,1996,,yes,,cy-web-manual
5561de8b88c537d77fccad06,Wed  20 May 2015 06:15:00 GMT,3.23,urban bicycle,,1996,,yes,,cy-web-manual
5561ded488c5379f01ccad07,Wed  20 May 2015 09:52:00 GMT,3.56,urban bicycle,,1996,,yes,,cy-web-manual
5561df1288c5379f01ccad08,Thu  21 May 2015 06:09:00 GMT,3,urban bicycle,,1996,,yes,,cy-web-manual
5561e01988c5372305ccad06,Fri  22 May 2015 19:33:00 GMT,1.78,urban bicycle,,1996,,yes,,cy-web-manual
5561dfbd88c5378d04ccad06,Fri  22 May 2015 14:33:00 GMT,1.03,urban bicycle,,1996,,yes,,cy-web-manual
5561e0bb88c5374005ccad07,Wed  20 May 2015 20:05:00 GMT,1.05,urban bicycle,,1996,,yes,,cy-web-manual
5561df6c88c5372504ccad06,Thu  21 May 2015 08:52:00 GMT,3.43,urban bicycle,,1996,,yes,,cy-web-manual
5561e06d88c5375705ccad06,Wed  20 May 2015 13:28:00 GMT,1.05,urban bicycle,,1996,,yes,,cy-web-manual
5568576e88c5372466ccad06,Sun  24 May 2015 15:50:00 GMT,3.37,urban bicycle,,1996,,yes,,cy-web-manual
556857e988c537ba66ccad06,Wed  27 May 2015 16:00:00 GMT,3.22,urban bicycle,,1996,,yes,,cy-web-manual
5568583e88c5370d67ccad06,Wed  27 May 2015 12:32:00 GMT,3.02,urban bicycle,,1996,,yes,,cy-web-manual
55477e1988c537a646d21096,Mon  04 May 2015 14:10:00 GMT,2.18,urban bicycle,F,1995,Student,yes,2610,cy-web-manual
55477dc988c537ca48d21094,Mon  04 May 2015 14:07:00 GMT,8.1,urban bicycle,F,1995,Student,yes,2610,cy-web-manual
55477d3188c537d146d21093,Mon  04 May 2015 14:04:00 GMT,6.82,urban bicycle,F,1995,Student,yes,2610,cy-web-manual
5549ce7988c537193b7b23c6,Tue  05 May 2015 07:03:00 GMT,6.82,urban bicycle,F,1995,Student,yes,2610,cy-web-gpx
554b30a788c5373c767b23c8,Wed  06 May 2015 10:20:00 GMT,6.8,urban bicycle,F,1995,Student,yes,2610,cy-web-manual
554b30e688c53781777b23c6,Thu  07 May 2015 06:31:00 GMT,6.82,urban bicycle,F,1995,Student,yes,2610,cy-web-gpx
5548661f88c537c91fa7a3cc,Mon  04 May 2015 17:30:00 GMT,1.21,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
554865be88c537961fa7a3cc,Mon  04 May 2015 13:11:47 GMT,9.97,urban bicycle,M,1994,Student,yes,2170,cy-web-gpx
554865cf88c5375820a7a3cc,Tue  05 May 2015 03:48:09 GMT,11.15,urban bicycle,M,1994,Student,yes,2170,cy-web-gpx
5548667488c5373022a7a3cc,Mon  04 May 2015 19:00:00 GMT,1.22,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
5547443688c537eb13d21094,Sat  02 May 2015 10:02:00 GMT,1.64,urban bicycle,F,1994,,yes,,cy-web-manual
554717ea88c5371d7fd21093,Mon  04 May 2015 06:14:22 GMT,7.04,urban bicycle,M,1994,Student,yes,2610,cy-mobile
554765a388c537af7bd21094,Mon  04 May 2015 05:56:12 GMT,10.85,urban bicycle,M,1994,Student,yes,2170,cy-web-gpx
5548cb3288c537516ea7a3cc,Tue  05 May 2015 13:24:37 GMT,7.07,urban bicycle,M,1994,Student,yes,2610,cy-mobile
5549b60388c53779667b23c6,Wed  06 May 2015 06:09:07 GMT,7.09,urban bicycle,M,1994,Student,yes,2610,cy-mobile
5549b66788c53741667b23ca,Tue  05 May 2015 15:05:13 GMT,10.15,urban bicycle,M,1994,Student,yes,2170,cy-web-gpx
5549b67988c5373c697b23c6,Wed  06 May 2015 03:45:24 GMT,12.09,urban bicycle,M,1994,Student,yes,2170,cy-web-gpx
5549f70888c5379e327b23c7,Wed  06 May 2015 10:13:23 GMT,7.5,urban bicycle,M,1994,Student,yes,2610,cy-mobile
554b24f188c53758537b23c6,Thu  07 May 2015 15:15:00 GMT,10.6,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
554b25d688c5372e567b23c6,Thu  07 May 2015 07:42:00 GMT,10.58,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
554b312f88c5374c7a7b23c6,Thu  07 May 2015 08:21:57 GMT,3.16,urban bicycle,M,1994,Student,yes,2610,cy-mobile
554b88fa88c537e50b7b23c6,Thu  07 May 2015 15:11:07 GMT,7.05,urban bicycle,M,1994,Student,yes,2610,cy-mobile
554d44a888c5377c2b7b23c6,Thu  07 May 2015 15:18:00 GMT,11.95,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
554d44fe88c537bd2f7b23c6,Fri  08 May 2015 08:20:00 GMT,23.29,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
554d45a188c5371e307b23c7,Fri  08 May 2015 18:00:00 GMT,24.17,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
554df1e388c537ec107b23c7,Sat  09 May 2015 07:30:00 GMT,1.1,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
554df20888c53707127b23c6,Sat  09 May 2015 09:30:00 GMT,1.16,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
554f15de88c5370e257661aa,Sat  09 May 2015 17:50:00 GMT,3.21,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
554f162588c53755257661ab,Sat  09 May 2015 21:50:00 GMT,3.23,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
55506a8d88c53707597661ac,Mon  11 May 2015 08:15:55 GMT,5.26,urban bicycle,M,1994,Student,yes,2610,cy-mobile
5550c9ab88c537a70f7661ab,Mon  04 May 2015 12:40:00 GMT,5.29,urban bicycle,F,1994,,yes,,cy-web-manual
5550ca4288c537ce127661aa,Tue  05 May 2015 06:30:00 GMT,5.25,urban bicycle,F,1994,,yes,,cy-web-manual
5550caa488c537ce137661aa,Mon  04 May 2015 14:30:00 GMT,5.29,urban bicycle,F,1994,,yes,,cy-web-manual
5550caf088c537ef137661ab,Tue  05 May 2015 18:00:00 GMT,5.31,urban bicycle,F,1994,,yes,,cy-web-manual
5550cb3188c537c1167661aa,Thu  14 May 2015 08:00:00 GMT,5.29,urban bicycle,F,1994,,yes,,cy-web-manual
5550cb6088c5373d107661ae,Thu  07 May 2015 10:30:00 GMT,5.3,urban bicycle,F,1994,,yes,,cy-web-manual
5550cb8e88c53714177661ab,Fri  15 May 2015 06:30:00 GMT,5.28,urban bicycle,F,1994,,yes,,cy-web-manual
5550cc3388c537df187661aa,Mon  11 May 2015 13:20:00 GMT,1.94,urban bicycle,F,1994,,yes,,cy-web-manual
5550cc9688c5375d187661ab,Mon  11 May 2015 10:00:00 GMT,0.95,urban bicycle,F,1994,,yes,,cy-web-manual
5550cbc788c537d9177661aa,Mon  11 May 2015 11:30:00 GMT,5.33,urban bicycle,F,1994,,yes,,cy-web-manual
5550cc0088c5378b187661aa,Mon  11 May 2015 11:50:00 GMT,1.91,urban bicycle,F,1994,,yes,,cy-web-manual
5550cc6e88c537ad1a7661aa,Mon  11 May 2015 10:10:00 GMT,0.93,urban bicycle,F,1994,,yes,,cy-web-manual
5551216188c537721d7661aa,Mon  11 May 2015 21:36:00 GMT,14.17,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
5551219e88c537c01d7661aa,Mon  11 May 2015 21:15:00 GMT,14.44,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
555121d588c5377e1d7661aa,Mon  11 May 2015 21:39:00 GMT,6.59,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
5551a4c288c53745317661ab,Tue  12 May 2015 05:45:00 GMT,11.01,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
5551e69488c537c80b7661aa,Mon  11 May 2015 14:04:57 GMT,6.08,urban bicycle,M,1994,Student,yes,2610,cy-mobile
55537e1688c537c3097b23c6,Wed  13 May 2015 15:47:47 GMT,7.51,urban bicycle,M,1994,Student,yes,2610,cy-mobile
555451b488c537ef5a8e6da9,Tue  12 May 2015 08:40:00 GMT,10.21,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
555451f788c537c95b8e6da9,Wed  13 May 2015 06:45:00 GMT,11.1,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
5554528388c5377b578e6dad,Wed  13 May 2015 15:05:00 GMT,11.04,urban bicycle,M,1994,Student,yes,2170,cy-web-manual
555adf2588c537430184be6d,Wed  13 May 2015 19:10:15 GMT,7.92,urban bicycle,M,1994,Student,yes,2610,cy-mobile
